"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'FOB (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,73022,3064055
BD,BANGLADESH,57000,3251347,388038,36296124
BE,BELGIUM,48000,5278984,2350800,254456943
KH,CAMBODIA,0,0,114535,18244134
CN,CHINA,300834,17557302,2717997,163010092
EG,EGYPT,0,0,24125,2386093
DE,GERMANY,0,0,48193,5350433
HK,HONG KONG,0,0,5217,506918
IN,INDIA,624650,65759581,4988400,485904414
ID,INDONESIA,235225,25442817,2210130,218657300
IT,ITALY,0,0,50,4631
JP,JAPAN,31832,2655907,439378,39135984
KR,"KOREA,REPUBLIC OF",24750,3126515,241591,27098642
LA,LAO PDR,360,69004,2543,527474
MY,MALAYSIA,33075,4142755,379869,47766337
MU,MAURITIUS,0,0,243000,7491890
MX,MEXICO,0,0,16000,1219383
MM,MYANMAR,0,0,6986,610869
PK,PAKISTAN,0,0,1500,343665
PH,PHILIPPINES,17984,2114639,139596,15022162
SA,SAUDI ARABIA,74250,6633264,472175,46611468
SG,SINGAPORE,24,4332,7057,1513116
ZA,SOUTH AFRICA,141875,12311019,640625,58540188
LK,SRI LANKA,88,24240,1555,56526
TW,"TAIWAN, PROVINCE OF CHINA",45150,5326747,478450,56753023
AE,UNITED ARAB EMIRATES,72075,2433701,607725,43489613
US,UNITED STATES,0,0,10000,752588
VN,VIETNAM,70196,6488111,619283,54259549
SUM,SUM,1777368,162620265,17227840,1589073614
